"";"pc4";"woz";"urb";"gemeente2020";"COROP"
"3480";"8891";368;5;"0093";"04"
"3481";"8892";476;5;"0093";"04"
"3482";"8893";478;5;"0093";"04"
"3483";"8894";566;5;"0093";"04"
"3484";"8895";516;5;"0093";"04"
"3485";"8896";439;5;"0093";"04"
"3486";"8897";474;5;"0093";"04"
"3487";"8899";328;5;"0096";"04"
"3488";"8911";136;1;"0080";"04"
"3489";"8912";381;4;"0080";"04"
"3490";"8913";246;1;"0080";"04"
"3491";"8914";250;2;"0080";"04"
"3492";"8915";179;2;"0080";"04"
"3493";"8916";201;1;"0080";"04"
"3494";"8917";226;1;"0080";"04"
"3495";"8918";147;2;"0080";"04"
"3496";"8919";273;3;"0080";"04"
"3497";"8921";160;1;"0080";"04"
"3498";"8922";129;1;"0080";"04"
"3499";"8923";159;2;"0080";"04"
"3500";"8924";122;2;"0080";"04"
"3501";"8925";249;3;"0080";"04"
"3502";"8926";191;3;"0080";"04"
"3503";"8927";497;4;"0080";"04"
"3504";"8931";155;2;"0080";"04"
"3505";"8932";170;1;"0080";"04"
"3506";"8933";177;1;"0080";"04"
"3507";"8934";203;1;"0080";"04"
"3508";"8935";185;2;"0080";"04"
"3509";"8936";155;2;"0080";"04"
"3510";"8937";82;2;"0080";"04"
"3511";"8938";386;4;"0080";"04"
"3512";"8939";383;4;"0080";"04"
"3513";"8941";356;5;"0080";"04"
"3514";"9001";253;4;"0080";"04"
"3515";"9003";230;5;"0080";"04"
"3516";"9004";466;5;"0080";"04"
"3517";"9005";254;5;"0080";"04"
"3518";"9006";476;5;"0080";"04"
"3519";"9007";278;5;"0080";"04"
"3520";"9008";235;5;"0080";"04"
"3521";"9009";362;5;"0080";"04"
"3522";"9011";233;5;"0080";"04"
"3523";"9012";274;5;"1900";"05"
"3524";"9013";289;5;"1900";"05"
"3525";"9014";265;5;"1900";"05"
"3526";"9021";236;5;"1900";"05"
"3527";"9022";292;5;"0080";"04"
"3528";"9023";270;5;"0080";"04"
"3529";"9024";220;5;"0080";"04"
"3530";"9025";326;5;"0080";"04"
"3531";"9026";408;5;"0080";"04"
"3532";"9027";284;5;"0080";"04"
"3533";"9031";234;5;"1949";"04"
"3534";"9032";292;5;"1949";"04"
"3535";"9033";239;5;"1949";"04"
"3536";"9034";207;5;"1949";"04"
"3537";"9035";241;5;"1949";"04"
"3538";"9036";222;5;"1949";"04"
"3539";"9037";327;5;"1949";"04"
"3540";"9038";223;5;"1949";"04"
"3541";"9041";208;5;"1949";"04"
"3542";"9043";231;5;"1949";"04"
"3543";"9044";212;5;"1949";"04"
"3544";"9045";214;5;"1949";"04"
"3545";"9047";201;5;"1949";"04"
"3546";"9051";243;4;"0080";"04"
"3547";"9053";317;5;"0080";"04"
"3548";"9054";210;5;"0080";"04"
"3549";"9055";223;5;"0080";"04"
"3550";"9056";248;5;"0080";"04"
"3551";"9057";273;5;"0080";"04"
"3552";"9061";242;5;"0737";"04"
"3553";"9062";220;5;"0737";"04"
"3554";"9063";284;5;"0737";"04"
"3555";"9064";281;5;"0737";"04"
"3556";"9067";384;5;"1891";"04"
"3557";"9071";230;5;"0080";"04"
"3558";"9072";182;5;"1949";"04"
"3559";"9073";222;5;"1970";"04"
"3560";"9074";217;5;"1970";"04"
"3561";"9075";168;5;"1949";"04"
"3562";"9076";196;5;"1949";"04"
"3563";"9077";209;5;"1949";"04"
"3564";"9078";200;5;"1949";"04"
"3565";"9079";181;5;"1949";"04"
"3566";"9081";226;5;"0080";"04"
"3567";"9082";457;5;"0080";"04"
"3568";"9083";294;3;"0080";"04"
"3569";"9084";352;4;"0080";"04"
"3570";"9085";330;4;"0080";"04"
"3571";"9086";487;5;"0080";"04"
"3572";"9087";427;5;"0080";"04"
"3573";"9088";253;5;"0080";"04"
"3574";"9089";250;5;"0080";"04"
"3575";"9091";335;5;"0737";"04"
"3576";"9101";223;3;"1970";"04"
"3577";"9102";257;4;"1970";"04"
"3578";"9103";305;4;"1970";"04"
"3579";"9104";249;4;"1891";"04"
"3580";"9105";267;5;"1891";"04"
"3581";"9106";424;5;"1891";"04"
"3582";"9107";380;5;"1970";"04"
"3583";"9108";267;5;"1891";"04"
"3584";"9109";342;5;"1891";"04"
"3585";"9111";239;5;"1970";"04"
"3586";"9112";290;5;"1970";"04"
"3587";"9113";292;5;"1891";"04"
"3588";"9114";291;5;"1891";"04"
"3589";"9121";339;5;"1970";"04"
"3590";"9122";351;5;"1970";"04"
"3591";"9123";195;5;"1970";"04"
"3592";"9124";302;5;"1970";"04"
"3593";"9125";269;5;"1970";"04"
"3594";"9131";231;5;"1970";"04"
"3595";"9132";235;5;"1970";"04"
"3596";"9133";222;5;"1970";"04"
"3597";"9134";210;5;"1970";"04"
"3598";"9135";234;5;"1970";"04"
"3599";"9136";212;5;"1970";"04"
"3600";"9137";226;5;"1970";"04"
"3601";"9138";240;5;"1970";"04"
"3602";"9141";169;5;"1970";"04"
"3603";"9142";181;5;"1970";"04"
"3604";"9143";212;5;"1970";"04"
"3605";"9144";274;5;"1970";"04"
"3606";"9145";206;5;"1970";"04"
"3607";"9146";364;5;"1970";"04"
"3608";"9147";206;5;"1970";"04"
"3609";"9148";362;5;"1970";"04"
"3610";"9151";193;5;"1970";"04"
"3611";"9152";271;5;"1970";"04"
"3612";"9153";240;5;"1970";"04"
"3613";"9154";351;5;"1970";"04"
"3614";"9155";262;5;"1970";"04"
"3615";"9156";339;5;"1970";"04"
"3616";"9161";289;5;"0060";"04"
"3617";"9162";330;5;"0060";"04"
"3618";"9163";313;5;"0060";"04"
"3619";"9164";340;5;"0060";"04"
"3620";"9166";331;5;"0088";"04"
"3621";"9171";225;5;"1970";"04"
"3622";"9172";193;5;"1970";"04"
"3623";"9173";304;5;"1970";"04"
"3624";"9174";302;5;"1970";"04"
"3625";"9175";332;5;"1970";"04"
"3626";"9176";283;5;"1970";"04"
"3627";"9177";355;5;"1970";"04"
"3628";"9178";275;5;"1970";"04"
"3629";"9201";181;2;"0090";"06"
"3630";"9202";168;2;"0090";"06"
"3631";"9203";213;2;"0090";"06"
"3632";"9204";269;3;"0090";"06"
"3633";"9205";224;4;"0090";"06"
"3634";"9206";369;4;"0090";"06"
"3635";"9207";286;3;"0090";"06"
"3636";"9207";286;3;"0086";"06"
"3637";"9211";511;5;"0090";"06"
"3638";"9212";294;5;"0090";"06"
"3639";"9213";561;5;"0090";"06"
"3640";"9214";523;5;"0090";"06"
"3641";"9215";409;5;"0090";"06"
"3642";"9216";300;5;"0090";"06"
"3643";"9217";317;5;"0090";"06"
"3644";"9218";298;5;"0090";"06"
"3645";"9219";376;5;"0090";"06"
"3646";"9221";270;5;"0090";"06"
"3647";"9222";309;5;"0090";"06"
"3648";"9223";272;5;"0090";"06"
"3649";"9231";220;4;"0059";"04"
"3650";"9233";268;5;"0059";"04"
"3651";"9241";296;5;"0086";"06"
"3652";"9243";-99997;5;"0086";"06"
"3653";"9244";306;5;"0086";"06"
"3654";"9245";321;5;"0086";"06"
"3655";"9246";479;5;"0086";"06"
"3656";"9247";283;5;"0086";"06"
"3657";"9248";355;5;"0086";"06"
"3658";"9249";298;5;"0086";"06"
"3659";"9251";246;4;"0737";"04"
"3660";"9254";227;4;"0737";"04"
"3661";"9255";266;5;"0737";"04"
"3662";"9256";275;5;"0737";"04"
"3663";"9257";269;5;"0737";"04"
"3664";"9258";272;5;"0737";"04"
"3665";"9261";273;5;"0737";"04"
"3666";"9262";258;5;"0737";"04"
"3667";"9263";266;5;"0737";"04"
"3668";"9264";280;5;"0737";"04"
"3669";"9265";309;5;"0737";"04"
"3670";"9269";251;5;"1891";"04"
"3671";"9271";218;4;"1891";"04"
"3672";"9281";236;5;"0059";"04"
"3673";"9283";268;5;"0059";"04"
"3674";"9284";243;5;"0059";"04"
"3675";"9285";218;4;"0059";"04"
"3676";"9286";227;5;"0059";"04"
"3677";"9287";218;5;"0059";"04"
"3678";"9288";210;5;"0059";"04"
"3679";"9289";230;5;"0059";"04"
"3680";"9291";230;4;"1970";"04"
"3681";"9292";401;5;"1970";"04"
"3682";"9293";239;5;"1970";"04"
"3683";"9294";284;5;"1970";"04"
"3684";"9295";267;5;"1970";"04"
"3685";"9296";329;5;"1970";"04"
"3686";"9297";295;5;"1970";"04"
"3687";"9298";236;5;"1970";"04"
"3688";"9299";254;5;"1970";"04"
"3689";"9301";258;3;"1699";"07"
"3690";"9302";326;4;"1699";"07"
"3691";"9304";475;5;"1699";"07"
"3692";"9305";353;5;"1699";"07"
"3693";"9306";441;5;"1699";"07"
"3694";"9307";300;5;"1699";"07"
"3695";"9311";334;4;"1699";"07"
"3696";"9312";353;4;"1699";"07"
"3697";"9313";427;5;"1699";"07"
"3698";"9314";477;5;"1699";"07"
"3699";"9315";396;5;"1699";"07"
"3700";"9321";358;5;"1699";"07"
"3701";"9331";258;5;"1699";"07"
"3702";"9333";462;5;"1699";"07"
"3703";"9334";371;5;"1699";"07"
"3704";"9335";513;5;"1699";"07"
"3705";"9336";431;5;"1699";"07"
"3706";"9337";467;5;"1699";"07"
"3707";"9341";262;5;"1699";"07"
"3708";"9342";285;5;"1699";"07"
"3709";"9343";436;5;"1699";"07"
"3710";"9351";253;4;"1969";"03"
"3711";"9354";310;5;"1969";"03"
"3712";"9354";310;5;"1699";"07"
"3713";"9355";426;5;"1969";"03"
"3714";"9356";234;4;"1969";"03"
"3715";"9359";391;5;"1969";"03"
"3716";"9361";345;5;"1969";"03"
"3717";"9362";303;5;"1969";"03"
"3718";"9363";272;4;"1969";"03"
"3719";"9364";313;5;"1969";"03"
"3720";"9365";364;5;"1969";"03"
"3721";"9366";353;5;"1969";"03"
"3722";"9367";271;5;"1969";"03"
"3723";"9401";240;2;"0106";"07"
"3724";"9402";199;2;"0106";"07"
"3725";"9403";271;3;"0106";"07"
"3726";"9404";215;3;"0106";"07"
"3727";"9405";270;4;"0106";"07"
"3728";"9406";187;2;"0106";"07"
"3729";"9407";197;3;"0106";"07"
"3730";"9408";322;4;"0106";"07"
"3731";"9409";442;5;"0106";"07"
"3732";"9411";239;4;"1731";"07"
"3733";"9412";300;5;"1731";"07"
"3734";"9413";352;5;"1731";"07"
"3735";"9414";297;5;"1731";"07"
"3736";"9415";295;5;"1731";"07"
"3737";"9416";238;5;"1731";"07"
"3738";"9417";372;5;"1731";"07"
"3739";"9417";372;5;"1701";"09"
"3740";"9418";279;5;"1731";"07"
"3741";"9419";352;5;"1731";"07"
"3742";"9421";238;5;"1731";"07"
"3743";"9422";227;5;"1731";"07"
"3744";"9423";243;5;"1731";"07"
"3745";"9423";243;5;"1701";"09"
"3746";"9431";282;5;"1731";"07"
"3747";"9432";367;5;"1731";"07"
"3748";"9433";375;5;"1731";"07"
"3749";"9434";410;5;"1731";"07"
"3750";"9435";467;5;"1731";"07"
"3751";"9436";336;5;"1731";"07"
"3752";"9437";339;5;"1731";"07"
"3753";"9438";368;5;"1731";"07"
"3754";"9439";293;5;"1731";"07"
"3755";"9441";355;5;"1731";"07"
"3756";"9442";351;5;"1731";"07"
"3757";"9443";376;5;"1680";"07"
"3758";"9444";352;5;"1680";"07"
"3759";"9445";465;5;"1680";"07"
"3760";"9446";442;5;"1680";"07"
"3761";"9447";520;5;"1680";"07"
"3762";"9448";401;5;"1680";"07"
"3763";"9449";361;5;"1680";"07"
"3764";"9451";283;5;"1680";"07"
"3765";"9452";449;5;"1680";"07"
"3766";"9453";409;5;"1680";"07"
"3767";"9454";375;5;"1680";"07"
"3768";"9455";-99997;5;"1680";"07"
"3769";"9456";506;5;"1680";"07"
"3770";"9457";484;5;"1680";"07"
"3771";"9458";474;5;"1680";"07"
"3772";"9459";-99997;5;"1680";"07"
"3773";"9461";283;4;"1680";"07"
"3774";"9462";298;5;"1680";"07"
"3775";"9463";315;5;"1680";"07"
"3776";"9464";328;5;"1680";"07"
"3777";"9465";395;5;"1680";"07"
"3778";"9466";404;5;"1680";"07"
"3779";"9467";372;5;"1680";"07"
"3780";"9468";297;5;"1680";"07"
"3781";"9469";443;5;"1680";"07"
"3782";"9471";308;4;"1730";"07"
"3783";"9472";285;5;"1730";"07"
"3784";"9473";342;5;"1730";"07"
"3785";"9474";334;5;"1730";"07"
"3786";"9475";458;5;"1730";"07"
"3787";"9479";484;5;"0014";"03"
"3788";"9481";297;5;"1730";"07"
"3789";"9482";331;5;"1730";"07"
"3790";"9483";379;5;"1730";"07"
"3791";"9484";407;5;"1730";"07"
"3792";"9485";426;5;"1730";"07"
"3793";"9486";478;5;"0106";"07"
"3794";"9487";394;5;"0106";"07"
"3795";"9488";425;5;"0106";"07"
"3796";"9489";380;5;"0106";"07"
"3797";"9491";351;5;"1730";"07"
"3798";"9492";392;5;"0106";"07"
"3799";"9493";396;5;"1730";"07"
"3800";"9494";295;5;"1730";"07"
"3801";"9495";503;5;"1730";"07"
"3802";"9496";486;5;"1730";"07"
"3803";"9497";404;5;"1730";"07"
"3804";"9501";195;3;"0037";"01"
"3805";"9502";203;4;"0037";"01"
"3806";"9503";210;4;"0037";"01"
"3807";"9511";259;5;"1680";"07"
"3808";"9512";284;5;"1680";"07"
"3809";"9514";209;5;"1680";"07"
"3810";"9515";247;5;"1680";"07"
"3811";"9521";200;5;"1681";"08"
"3812";"9523";249;5;"1681";"08"
"3813";"9524";281;5;"1681";"08"
"3814";"9525";298;5;"1681";"08"
"3815";"9526";350;5;"1681";"08"
"3816";"9527";415;5;"1681";"08"
"3817";"9528";304;5;"1681";"08"
"3818";"9531";254;5;"1681";"08"
"3819";"9533";348;5;"1681";"08"
"3820";"9534";356;5;"1681";"08"
"3821";"9535";366;5;"1681";"08"
"3822";"9536";344;5;"1681";"08"
"3823";"9537";416;5;"1681";"08"
"3824";"9541";241;5;"1950";"01"
"3825";"9545";256;5;"1950";"01"
"3826";"9551";276;5;"1950";"01"
"3827";"9561";214;4;"1950";"01"
"3828";"9563";239;5;"1950";"01"
"3829";"9564";195;5;"1681";"08"
"3830";"9566";237;5;"1950";"01"
"3831";"9571";215;5;"1681";"08"
"3832";"9573";274;5;"1681";"08"
"3833";"9574";286;5;"1681";"08"
"3834";"9581";194;4;"0037";"01"
"3835";"9584";256;5;"0037";"01"
"3836";"9585";281;5;"0037";"01"
"3837";"9591";249;5;"0037";"01"
"3838";"9601";157;2;"1952";"03"
"3839";"9602";146;2;"1952";"03"
"3840";"9603";276;3;"1952";"03"
"3841";"9605";245;5;"1952";"03"
"3842";"9606";444;5;"1952";"03"
"3843";"9607";150;5;"1952";"03"
"3844";"9608";257;5;"1952";"03"
"3845";"9609";219;5;"1952";"03"
"3846";"9611";193;3;"1952";"03"
"3847";"9613";453;5;"0014";"03"
"3848";"9614";349;5;"0014";"03"
"3849";"9615";222;5;"1952";"03"
"3850";"9616";328;5;"1952";"03"
"3851";"9617";298;5;"1952";"03"
"3852";"9618";253;5;"1952";"03"
"3853";"9619";252;5;"1952";"03"
"3854";"9621";214;5;"1952";"03"
"3855";"9622";333;5;"0014";"03"
"3856";"9623";316;5;"1952";"03"
"3857";"9624";395;5;"1952";"03"
"3858";"9625";271;5;"1952";"03"
"3859";"9626";252;5;"1952";"03"
"3860";"9627";274;5;"1952";"03"
"3861";"9628";222;5;"1952";"03"
"3862";"9629";285;5;"1952";"03"
"3863";"9631";266;5;"0047";"01"
"3864";"9632";292;5;"1952";"03"
"3865";"9633";281;5;"1952";"03"
"3866";"9635";224;5;"1952";"03"
"3867";"9636";220;5;"1952";"03"
"3868";"9641";162;3;"0047";"01"
"3869";"9642";165;3;"0047";"01"
"3870";"9644";200;5;"0047";"01"
"3871";"9645";148;3;"0047";"01"
"3872";"9646";248;3;"0047";"01"
"3873";"9648";215;4;"0047";"01"
"3874";"9649";183;4;"1952";"03"
"3875";"9651";219;5;"1952";"03"
"3876";"9654";229;5;"1680";"07"
"3877";"9655";312;5;"1680";"07"
"3878";"9656";277;5;"1680";"07"
"3879";"9657";336;5;"1680";"07"
"3880";"9658";306;5;"1680";"07"
"3881";"9659";209;5;"1680";"07"
"3882";"9661";251;5;"0037";"01"
"3883";"9663";180;5;"0765";"01"
"3884";"9665";159;4;"0765";"01"
"3885";"9671";194;2;"1895";"01"
"3886";"9672";245;4;"1895";"01"
"3887";"9673";189;3;"1895";"01"
"3888";"9674";196;3;"1895";"01"
"3889";"9675";208;3;"1895";"01"
"3890";"9677";210;5;"1895";"01"
"3891";"9678";248;5;"1895";"01"
"3892";"9679";222;4;"1895";"01"
"3893";"9681";216;5;"1895";"01"
"3894";"9682";233;5;"1895";"01"
"3895";"9684";196;5;"1895";"01"
"3896";"9685";454;5;"1895";"01"
"3897";"9686";183;5;"1895";"01"
"3898";"9687";254;5;"1895";"01"
"3899";"9688";171;5;"1895";"01"
"3900";"9691";169;5;"1895";"01"
"3901";"9693";144;5;"1895";"01"
"3902";"9695";234;5;"1950";"01"
"3903";"9696";262;5;"1950";"01"
"3904";"9697";229;5;"1950";"01"
"3905";"9698";265;5;"1950";"01"
"3906";"9699";271;5;"1950";"01"
"3907";"9711";240;1;"0014";"03"
"3908";"9712";258;1;"0014";"03"
"3909";"9713";212;1;"0014";"03"
"3910";"9714";226;1;"0014";"03"
"3911";"9715";189;1;"0014";"03"
"3912";"9716";183;1;"0014";"03"
"3913";"9717";256;1;"0014";"03"
"3914";"9718";256;1;"0014";"03"
"3915";"9721";270;1;"0014";"03"
"3916";"9722";295;1;"0014";"03"
"3917";"9723";318;2;"0014";"03"
"3918";"9724";232;1;"0014";"03"
"3919";"9725";239;1;"0014";"03"
"3920";"9726";215;1;"0014";"03"
"3921";"9727";274;1;"0014";"03"
"3922";"9728";272;2;"0014";"03"
"3923";"9731";300;2;"0014";"03"
"3924";"9732";205;3;"0014";"03"
"3925";"9733";188;3;"0014";"03"
"3926";"9734";296;3;"0014";"03"
"3927";"9735";415;3;"0014";"03"
"3928";"9736";173;2;"0014";"03"
"3929";"9737";191;2;"0014";"03"
"3930";"9738";321;3;"0014";"03"
"3931";"9741";195;1;"0014";"03"
"3932";"9742";204;1;"0014";"03"
"3933";"9743";196;1;"0014";"03"
"3934";"9744";225;4;"0014";"03"
"3935";"9745";249;4;"0014";"03"
"3936";"9746";316;3;"0014";"03"
"3937";"9747";309;3;"0014";"03"
"3938";"9749";461;5;"1699";"07"
"3939";"9751";419;3;"0014";"03"
"3940";"9752";420;4;"0014";"03"
"3941";"9753";305;4;"0014";"03"
"3942";"9755";469;5;"0014";"03"
"3943";"9756";518;5;"0014";"03"
"3944";"9761";311;4;"1730";"07"
"3945";"9765";348;4;"1730";"07"
"3946";"9766";664;5;"1730";"07"
"3947";"9771";238;5;"1966";"03"
"3948";"9773";326;5;"1966";"03"
"3949";"9774";264;5;"1966";"03"
"3950";"9781";237;4;"1966";"03"
"3951";"9784";346;5;"1966";"03"
"3952";"9785";295;5;"1966";"03"
"3953";"9791";231;4;"0014";"03"
"3954";"9792";201;5;"0014";"03"
"3955";"9793";245;5;"0014";"03"
"3956";"9794";265;5;"0014";"03"
"3957";"9795";237;5;"0014";"03"
"3958";"9796";303;5;"0014";"03"
"3959";"9797";314;5;"0014";"03"
"3960";"9798";287;5;"0014";"03"
"3961";"9801";281;4;"1969";"03"
"3962";"9804";248;5;"1969";"03"
"3963";"9805";340;4;"1969";"03"
"3964";"9811";247;5;"1969";"03"
"3965";"9812";286;5;"1969";"03"
"3966";"9821";282;5;"1969";"03"
"3967";"9822";239;5;"1969";"03"
"3968";"9824";327;5;"1969";"03"
"3969";"9825";387;5;"1969";"03"
"3970";"9827";375;5;"1969";"03"
"3971";"9828";277;5;"1969";"03"
"3972";"9831";235;5;"1969";"03"
"3973";"9832";295;5;"1969";"03"
"3974";"9833";284;5;"1969";"03"
"3975";"9841";-99997;5;"1969";"03"
"3976";"9842";191;5;"1969";"03"
"3977";"9843";224;5;"1969";"03"
"3978";"9844";220;5;"1969";"03"
"3979";"9845";207;5;"1969";"03"
"3980";"9851";229;5;"1970";"04"
"3981";"9852";251;5;"1970";"04"
"3982";"9853";195;5;"1970";"04"
"3983";"9861";229;5;"1969";"03"
"3984";"9862";304;5;"1969";"03"
"3985";"9863";286;5;"1969";"03"
"3986";"9864";251;5;"1969";"03"
"3987";"9865";295;5;"1969";"03"
"3988";"9866";264;5;"1969";"03"
"3989";"9871";178;5;"0059";"04"
"3990";"9872";255;5;"0059";"04"
"3991";"9873";204;5;"0059";"04"
"3992";"9881";232;5;"1969";"03"
"3993";"9882";176;5;"1969";"03"
"3994";"9883";212;5;"1969";"03"
"3995";"9884";299;5;"1969";"03"
"3996";"9885";282;5;"1969";"03"
"3997";"9886";229;5;"1969";"03"
"3998";"9891";203;5;"1969";"03"
"3999";"9892";287;5;"1969";"03"
"4000";"9893";228;5;"1969";"03"
"4001";"9901";182;3;"0003";"02"
"4002";"9902";171;3;"0003";"02"
"4003";"9903";245;4;"0003";"02"
"4004";"9904";230;5;"0010";"02"
"4005";"9905";201;5;"0010";"02"
"4006";"9906";156;5;"0010";"02"
"4007";"9907";247;5;"0010";"02"
"4008";"9908";208;5;"0010";"02"
"4009";"9909";193;5;"0010";"02"
"4010";"9911";219;5;"0024";"02"
"4011";"9912";237;5;"0024";"02"
"4012";"9913";263;5;"0024";"02"
"4013";"9914";222;5;"0024";"02"
"4014";"9915";188;5;"0024";"02"
"4015";"9917";235;5;"0024";"02"
"4016";"9918";231;5;"0024";"02"
"4017";"9919";194;5;"0024";"02"
"4018";"9921";210;5;"0024";"02"
"4019";"9922";245;5;"0024";"02"
"4020";"9923";225;5;"0024";"02"
"4021";"9924";-99997;5;"0024";"02"
"4022";"9925";339;5;"1966";"03"
"4023";"9931";149;3;"0010";"02"
"4024";"9932";179;4;"0010";"02"
"4025";"9933";143;4;"0010";"02"
"4026";"9934";169;3;"0010";"02"
"4027";"9936";141;4;"0010";"02"
"4028";"9937";252;5;"0010";"02"
"4029";"9939";283;5;"1952";"03"
"4030";"9942";214;5;"1895";"01"
"4031";"9943";212;5;"1895";"01"
"4032";"9944";210;5;"1895";"01"
"4033";"9945";176;5;"0010";"02"
"4034";"9946";168;5;"0010";"02"
"4035";"9947";192;5;"0010";"02"
"4036";"9948";161;5;"0010";"02"
"4037";"9949";202;5;"0010";"02"
"4038";"9951";245;4;"1966";"03"
"4039";"9953";187;5;"1966";"03"
"4040";"9954";357;5;"1966";"03"
"4041";"9955";262;5;"1966";"03"
"4042";"9956";225;5;"1966";"03"
"4043";"9957";294;5;"1966";"03"
"4044";"9959";244;5;"1966";"03"
"4045";"9961";247;5;"1966";"03"
"4046";"9962";223;5;"1966";"03"
"4047";"9963";216;5;"1966";"03"
"4048";"9964";193;5;"1966";"03"
"4049";"9965";193;5;"1966";"03"
"4050";"9966";231;5;"1966";"03"
"4051";"9967";201;5;"1966";"03"
"4052";"9968";240;5;"1966";"03"
"4053";"9969";212;5;"1966";"03"
"4054";"9971";160;5;"1966";"03"
"4055";"9972";249;5;"1966";"03"
"4056";"9973";230;5;"1966";"03"
"4057";"9974";171;5;"1966";"03"
"4058";"9975";237;5;"1966";"03"
"4059";"9976";170;5;"1966";"03"
"4060";"9977";196;5;"1966";"03"
"4061";"9978";270;5;"1966";"03"
"4062";"9981";187;4;"1966";"03"
"4063";"9982";192;5;"1966";"03"
"4064";"9983";183;5;"1966";"03"
"4065";"9984";211;5;"1966";"03"
"4066";"9985";249;5;"1966";"03"
"4067";"9986";226;5;"1966";"03"
"4068";"9987";187;5;"0024";"02"
"4069";"9988";197;5;"1966";"03"
"4070";"9989";187;5;"1966";"03"
"4071";"9991";187;5;"0024";"02"
"4072";"9992";271;5;"0024";"02"
"4073";"9993";298;5;"0024";"02"
"4074";"9994";350;5;"0024";"02"
"4075";"9995";182;5;"1966";"03"
"4076";"9996";215;5;"1966";"03"
"4077";"9997";219;5;"1966";"03"
"4078";"9998";286;5;"1966";"03"
"4079";"9999";270;5;"1966";"03"
"4080";"1044";NA;NA;"0363";"23"
"4081";"1045";NA;NA;"0363";"23"
"4082";"1322";NA;NA;"0034";"40"
"4083";"1327";NA;NA;"0034";"40"
"4084";"1329";NA;NA;"0034";"40"
"4085";"1364";NA;NA;"0034";"40"
"4086";"2236";NA;NA;"0537";"25"
"4087";"3165";NA;NA;"0613";"29"
"4088";"3196";NA;NA;"0599";"29"
"4089";"3197";NA;NA;"0599";"29"
"4090";"3198";NA;NA;"0599";"29"
"4091";"3895";NA;NA;"0050";"40"
"4092";"5656";NA;NA;"0772";"36"
"4093";"6199";NA;NA;"0888";"39"
"4094";"8766";NA;NA;"1900";"05"
"4095";"9979";NA;NA;"1966";"03"
