"";"pc4";"woz";"urb";"gemeente2020";"COROP"
"2782";"7541";246;2;"0153";"12"
"2783";"7542";236;3;"0153";"12"
"2784";"7543";215;1;"0153";"12"
"2785";"7544";200;2;"0153";"12"
"2786";"7545";206;1;"0153";"12"
"2787";"7546";291;3;"0153";"12"
"2788";"7547";327;4;"0153";"12"
"2789";"7548";354;5;"0153";"12"
"2790";"7551";234;1;"0164";"12"
"2791";"7552";224;2;"0164";"12"
"2792";"7553";210;2;"0164";"12"
"2793";"7554";427;5;"0164";"12"
"2794";"7555";258;2;"0164";"12"
"2795";"7556";221;2;"0164";"12"
"2796";"7557";196;2;"0164";"12"
"2797";"7558";246;3;"0164";"12"
"2798";"7559";364;4;"0164";"12"
"2799";"7561";377;5;"1774";"12"
"2800";"7562";283;5;"0173";"12"
"2801";"7571";231;2;"0173";"12"
"2802";"7572";254;2;"0173";"12"
"2803";"7573";356;2;"0173";"12"
"2804";"7574";232;4;"0173";"12"
"2805";"7575";344;4;"0173";"12"
"2806";"7576";242;3;"0173";"12"
"2807";"7577";326;3;"0173";"12"
"2808";"7581";270;3;"0168";"12"
"2809";"7582";277;3;"0168";"12"
"2810";"7585";356;5;"0168";"12"
"2811";"7586";254;5;"0168";"12"
"2812";"7587";396;5;"0168";"12"
"2813";"7588";424;5;"0168";"12"
"2814";"7591";295;4;"1774";"12"
"2815";"7595";350;5;"1774";"12"
"2816";"7596";385;5;"1774";"12"
"2817";"7597";444;5;"1774";"12"
"2818";"7601";181;2;"0141";"12"
"2819";"7602";264;3;"0141";"12"
"2820";"7603";264;3;"0141";"12"
"2821";"7604";186;3;"0141";"12"
"2822";"7605";142;1;"0141";"12"
"2823";"7606";156;2;"0141";"12"
"2824";"7607";224;2;"0141";"12"
"2825";"7608";226;3;"0141";"12"
"2826";"7609";267;3;"0141";"12"
"2827";"7610";450;5;"0141";"12"
"2828";"7611";334;5;"0141";"12"
"2829";"7614";306;5;"0183";"12"
"2830";"7615";374;5;"0183";"12"
"2831";"7621";278;3;"0147";"12"
"2832";"7622";279;2;"0147";"12"
"2833";"7623";367;3;"0147";"12"
"2834";"7625";382;5;"0147";"12"
"2835";"7626";447;5;"0147";"12"
"2836";"7627";386;5;"0141";"12"
"2837";"7631";320;4;"1774";"12"
"2838";"7634";364;5;"1774";"12"
"2839";"7635";395;5;"1774";"12"
"2840";"7636";546;5;"1774";"12"
"2841";"7637";510;5;"1774";"12"
"2842";"7638";493;5;"1774";"12"
"2843";"7641";313;4;"0189";"12"
"2844";"7642";319;4;"0189";"12"
"2845";"7645";409;5;"0189";"12"
"2846";"7651";324;4;"0183";"12"
"2847";"7661";380;5;"0183";"12"
"2848";"7662";399;5;"0183";"12"
"2849";"7663";407;5;"0183";"12"
"2850";"7664";403;5;"0183";"12"
"2851";"7665";377;5;"0183";"12"
"2852";"7666";400;5;"0183";"12"
"2853";"7667";360;5;"0183";"12"
"2854";"7668";425;5;"0183";"12"
"2855";"7671";279;4;"1700";"12"
"2856";"7672";309;4;"1700";"12"
"2857";"7675";401;5;"1700";"12"
"2858";"7676";243;5;"1700";"12"
"2859";"7678";367;5;"0183";"12"
"2860";"7679";358;5;"0183";"12"
"2861";"7681";251;4;"1700";"12"
"2862";"7683";319;5;"1700";"12"
"2863";"7685";309;5;"0175";"10"
"2864";"7686";370;5;"1700";"12"
"2865";"7687";366;5;"0163";"12"
"2866";"7688";386;5;"0163";"12"
"2867";"7691";262;5;"0160";"10"
"2868";"7692";290;5;"0160";"10"
"2869";"7693";281;5;"0160";"10"
"2870";"7693";281;5;"1700";"12"
"2871";"7694";264;5;"0160";"10"
"2872";"7694";264;5;"1700";"12"
"2873";"7695";316;5;"0160";"10"
"2874";"7696";373;5;"0160";"10"
"2875";"7701";270;4;"0160";"10"
"2876";"7702";302;4;"0160";"10"
"2877";"7705";360;5;"1690";"09"
"2878";"7707";307;5;"0160";"10"
"2879";"7711";344;5;"0148";"10"
"2880";"7715";377;5;"0180";"10"
"2881";"7721";327;4;"0148";"10"
"2882";"7722";423;5;"0148";"10"
"2883";"7731";292;4;"0175";"10"
"2884";"7732";449;5;"0175";"10"
"2885";"7734";283;5;"0175";"10"
"2886";"7735";481;5;"0175";"10"
"2887";"7736";415;5;"0175";"10"
"2888";"7737";410;5;"0175";"10"
"2889";"7738";403;5;"0175";"10"
"2890";"7739";409;5;"0175";"10"
"2891";"7741";189;4;"0109";"08"
"2892";"7742";226;4;"0109";"08"
"2893";"7751";302;5;"0109";"08"
"2894";"7753";231;5;"0109";"08"
"2895";"7754";355;5;"0109";"08"
"2896";"7755";349;5;"0109";"08"
"2897";"7756";355;5;"0109";"08"
"2898";"7761";229;5;"0114";"08"
"2899";"7764";229;5;"0114";"08"
"2900";"7765";239;5;"0114";"08"
"2901";"7766";248;5;"0114";"08"
"2902";"7771";239;4;"0160";"10"
"2903";"7772";238;4;"0160";"10"
"2904";"7773";326;4;"0160";"10"
"2905";"7775";288;5;"0160";"10"
"2906";"7776";254;5;"0160";"10"
"2907";"7777";322;5;"0160";"10"
"2908";"7778";370;5;"0160";"10"
"2909";"7779";511;5;"0160";"10"
"2910";"7781";341;5;"0160";"10"
"2911";"7782";242;5;"0160";"10"
"2912";"7783";241;5;"0160";"10"
"2913";"7784";360;5;"0160";"10"
"2914";"7785";504;5;"0160";"10"
"2915";"7786";398;5;"0160";"10"
"2916";"7787";415;5;"0160";"10"
"2917";"7788";415;5;"0160";"10"
"2918";"7791";365;5;"0160";"10"
"2919";"7792";403;5;"0160";"10"
"2920";"7793";327;5;"0160";"10"
"2921";"7794";379;5;"0160";"10"
"2922";"7795";317;5;"0160";"10"
"2923";"7796";442;5;"0160";"10"
"2924";"7797";379;5;"0160";"10"
"2925";"7798";387;5;"0160";"10"
"2926";"7811";200;3;"0114";"08"
"2927";"7812";191;3;"0114";"08"
"2928";"7813";318;5;"0114";"08"
"2929";"7814";338;5;"0114";"08"
"2930";"7815";163;3;"0114";"08"
"2931";"7821";523;4;"0114";"08"
"2932";"7822";255;3;"0114";"08"
"2933";"7823";168;3;"0114";"08"
"2934";"7824";151;3;"0114";"08"
"2935";"7825";500;5;"0114";"08"
"2936";"7826";267;5;"0114";"08"
"2937";"7827";234;4;"0114";"08"
"2938";"7828";314;5;"0114";"08"
"2939";"7831";203;5;"0114";"08"
"2940";"7833";228;4;"0114";"08"
"2941";"7841";275;5;"0109";"08"
"2942";"7842";449;5;"0109";"08"
"2943";"7843";315;5;"0109";"08"
"2944";"7844";198;4;"0114";"08"
"2945";"7845";363;5;"0109";"08"
"2946";"7846";372;5;"0109";"08"
"2947";"7847";342;5;"0109";"08"
"2948";"7848";234;5;"0109";"08"
"2949";"7849";288;5;"0109";"08"
"2950";"7851";333;5;"0109";"08"
"2951";"7852";407;5;"0109";"08"
"2952";"7853";324;5;"0109";"08"
"2953";"7854";254;5;"0109";"08"
"2954";"7855";358;5;"0109";"08"
"2955";"7856";387;5;"0109";"08"
"2956";"7858";354;5;"1681";"08"
"2957";"7859";428;5;"1681";"08"
"2958";"7861";273;5;"0109";"08"
"2959";"7863";337;5;"0109";"08"
"2960";"7864";341;5;"0109";"08"
"2961";"7871";275;5;"1681";"08"
"2962";"7872";282;5;"1681";"08"
"2963";"7873";284;5;"1681";"08"
"2964";"7874";344;5;"1681";"08"
"2965";"7875";323;5;"1681";"08"
"2966";"7876";212;5;"1681";"08"
"2967";"7877";293;5;"1681";"08"
"2968";"7881";204;5;"0114";"08"
"2969";"7884";201;5;"0114";"08"
"2970";"7885";245;5;"0114";"08"
"2971";"7887";244;5;"0114";"08"
"2972";"7889";318;5;"0114";"08"
"2973";"7891";207;4;"0114";"08"
"2974";"7892";360;5;"0114";"08"
"2975";"7894";195;5;"0114";"08"
"2976";"7895";256;5;"0114";"08"
"2977";"7901";203;2;"0118";"09"
"2978";"7902";184;2;"0118";"09"
"2979";"7903";266;5;"0118";"09"
"2980";"7904";177;3;"0118";"09"
"2981";"7905";173;3;"0118";"09"
"2982";"7906";166;2;"0118";"09"
"2983";"7907";206;2;"0118";"09"
"2984";"7908";257;3;"0118";"09"
"2985";"7909";236;3;"0118";"09"
"2986";"7910";431;5;"1731";"07"
"2987";"7911";350;5;"0118";"09"
"2988";"7912";285;5;"0118";"09"
"2989";"7913";262;5;"0118";"09"
"2990";"7914";258;5;"0118";"09"
"2991";"7915";426;5;"0118";"09"
"2992";"7916";248;5;"0118";"09"
"2993";"7917";264;5;"0109";"08"
"2994";"7918";257;5;"0118";"09"
"2995";"7921";309;4;"1690";"09"
"2996";"7924";363;5;"1690";"09"
"2997";"7925";425;5;"1690";"09"
"2998";"7926";324;5;"1690";"09"
"2999";"7927";317;5;"1690";"09"
"3000";"7928";-99997;5;"1731";"07"
"3001";"7929";345;5;"0109";"08"
"3002";"7931";358;5;"0118";"09"
"3003";"7932";353;5;"1690";"09"
"3004";"7933";260;5;"0118";"09"
"3005";"7933";260;5;"1701";"09"
"3006";"7934";317;5;"0118";"09"
"3007";"7935";460;5;"1690";"09"
"3008";"7936";298;5;"0118";"09"
"3009";"7937";349;5;"1731";"07"
"3010";"7938";252;5;"1731";"07"
"3011";"7941";233;2;"0119";"09"
"3012";"7942";198;3;"0119";"09"
"3013";"7943";257;4;"0119";"09"
"3014";"7944";264;3;"0119";"09"
"3015";"7946";300;5;"1708";"10"
"3016";"7948";303;5;"0119";"09"
"3017";"7949";355;5;"0119";"09"
"3018";"7951";309;5;"0180";"10"
"3019";"7954";322;5;"0180";"10"
"3020";"7955";330;5;"0180";"10"
"3021";"7957";302;5;"1690";"09"
"3022";"7958";335;5;"1690";"09"
"3023";"7961";322;5;"1690";"09"
"3024";"7963";336;5;"1690";"09"
"3025";"7963";336;5;"1701";"09"
"3026";"7964";406;5;"1690";"09"
"3027";"7964";406;5;"1701";"09"
"3028";"7965";518;5;"0119";"09"
"3029";"7966";408;5;"0119";"09"
"3030";"7971";307;5;"1701";"09"
"3031";"7973";349;5;"1701";"09"
"3032";"7974";294;5;"1701";"09"
"3033";"7975";333;5;"1701";"09"
"3034";"7981";314;5;"1701";"09"
"3035";"7983";388;5;"1701";"09"
"3036";"7984";362;5;"1701";"09"
"3037";"7985";415;5;"1701";"09"
"3038";"7986";478;5;"1701";"09"
"3039";"7991";347;5;"1701";"09"
"3040";"8011";295;1;"0193";"10"
"3041";"8012";268;1;"0193";"10"
"3042";"8013";254;3;"0193";"10"
"3043";"8014";287;2;"0193";"10"
"3044";"8015";358;4;"0193";"10"
"3045";"8016";330;2;"0193";"10"
"3046";"8017";358;2;"0193";"10"
"3047";"8019";541;4;"0193";"10"
"3048";"8021";201;1;"0193";"10"
"3049";"8022";197;1;"0193";"10"
"3050";"8023";304;1;"0193";"10"
"3051";"8024";415;4;"0193";"10"
"3052";"8025";357;3;"0193";"10"
"3053";"8026";470;5;"0193";"10"
"3054";"8028";423;5;"0193";"10"
"3055";"8031";202;2;"0193";"10"
"3056";"8032";270;2;"0193";"10"
"3057";"8033";293;3;"0193";"10"
"3058";"8034";746;5;"0193";"10"
"3059";"8035";562;5;"0193";"10"
"3060";"8041";412;4;"0193";"10"
"3061";"8042";322;3;"0193";"10"
"3062";"8043";329;2;"0193";"10"
"3063";"8044";404;4;"0193";"10"
"3064";"8045";521;5;"0193";"10"
"3065";"8051";348;4;"0244";"13"
"3066";"8052";357;4;"0244";"13"
"3067";"8055";374;5;"0177";"11"
"3068";"8061";264;4;"1896";"10"
"3069";"8064";241;4;"1896";"10"
"3070";"8066";355;5;"1708";"10"
"3071";"8071";335;3;"0302";"13"
"3072";"8072";315;3;"0302";"13"
"3073";"8075";407;5;"0302";"13"
"3074";"8076";504;5;"0302";"13"
"3075";"8077";460;5;"0302";"13"
"3076";"8079";354;5;"0269";"13"
"3077";"8081";292;4;"0230";"13"
"3078";"8082";325;4;"0230";"13"
"3079";"8084";296;4;"0230";"13"
"3080";"8085";371;5;"0230";"13"
"3081";"8091";316;4;"0269";"13"
"3082";"8094";350;5;"0269";"13"
"3083";"8095";352;5;"0269";"13"
"3084";"8096";331;5;"0269";"13"
"3085";"8097";388;5;"0269";"13"
"3086";"8101";295;3;"0177";"11"
"3087";"8102";293;3;"0177";"11"
"3088";"8103";331;4;"0177";"11"
"3089";"8105";355;5;"0177";"11"
"3090";"8106";360;5;"0177";"11"
"3091";"8107";344;5;"0177";"11"
"3092";"8111";319;5;"0177";"11"
"3093";"8112";325;5;"0177";"11"
"3094";"8121";299;5;"1773";"11"
"3095";"8124";379;5;"1773";"11"
"3096";"8131";323;4;"1773";"11"
"3097";"8141";323;4;"0177";"11"
"3098";"8144";368;5;"0177";"11"
"3099";"8146";412;5;"0175";"10"
"3100";"8147";435;5;"0175";"10"
"3101";"8148";369;5;"0175";"10"
"3102";"8151";327;5;"0148";"10"
"3103";"8152";328;5;"0148";"10"
"3104";"8153";414;5;"0148";"10"
"3105";"8154";427;5;"0148";"10"
"3106";"8161";356;4;"0232";"13"
"3107";"8162";366;4;"0232";"13"
"3108";"8166";445;5;"0232";"13"
"3109";"8167";416;5;"0232";"13"
"3110";"8171";352;4;"0232";"13"
"3111";"8172";259;4;"0232";"13"
"3112";"8181";343;4;"0246";"13"
"3113";"8191";330;5;"0246";"13"
"3114";"8193";451;5;"0246";"13"
"3115";"8194";397;5;"0246";"13"
"3116";"8196";435;5;"1773";"11"
"3117";"8198";602;5;"1773";"11"
"3118";"8211";538;5;"0995";"40"
"3119";"8212";278;4;"0995";"40"
"3120";"8218";611;5;"0995";"40"
"3121";"8219";492;5;"0995";"40"
"3122";"8221";407;5;"0995";"40"
"3123";"8222";618;5;"0995";"40"
"3124";"8223";199;3;"0995";"40"
"3125";"8224";209;2;"0995";"40"
"3126";"8225";210;2;"0995";"40"
"3127";"8226";253;2;"0995";"40"
"3128";"8231";229;2;"0995";"40"
"3129";"8232";220;2;"0995";"40"
"3130";"8233";156;2;"0995";"40"
"3131";"8239";109;4;"0995";"40"
"3132";"8241";542;5;"0995";"40"
"3133";"8242";270;3;"0995";"40"
"3134";"8243";248;3;"0995";"40"
"3135";"8244";314;4;"0995";"40"
"3136";"8245";340;4;"0995";"40"
"3137";"8251";263;3;"0303";"40"
"3138";"8252";299;4;"0303";"40"
"3139";"8253";335;4;"0303";"40"
"3140";"8254";201;3;"0303";"40"
"3141";"8255";267;4;"0303";"40"
"3142";"8256";280;5;"0303";"40"
"3143";"8261";205;2;"0166";"10"
"3144";"8262";222;2;"0166";"10"
"3145";"8263";368;4;"0166";"10"
"3146";"8264";285;2;"0166";"10"
"3147";"8265";249;2;"0166";"10"
"3148";"8266";320;3;"0166";"10"
"3149";"8267";377;4;"0166";"10"
"3150";"8271";323;3;"0166";"10"
"3151";"8274";312;5;"0166";"10"
"3152";"8275";399;5;"0166";"10"
"3153";"8276";406;5;"0166";"10"
"3154";"8277";337;5;"0166";"10"
"3155";"8278";451;5;"0166";"10"
"3156";"8281";272;4;"1896";"10"
"3157";"8291";-99997;5;"1896";"10"
"3158";"8293";526;5;"0166";"10"
"3159";"8294";397;5;"1896";"10"
"3160";"8301";181;2;"0171";"40"
"3161";"8302";294;3;"0171";"40"
"3162";"8303";203;3;"0171";"40"
"3163";"8304";219;4;"0171";"40"
"3164";"8305";490;5;"0171";"40"
"3165";"8307";278;5;"0171";"40"
"3166";"8308";284;5;"0171";"40"
"3167";"8309";309;5;"0171";"40"
"3168";"8311";310;5;"0171";"40"
"3169";"8312";310;5;"0171";"40"
"3170";"8313";347;5;"0171";"40"
"3171";"8314";316;5;"0171";"40"
"3172";"8315";247;5;"0171";"40"
"3173";"8316";274;5;"0171";"40"
"3174";"8317";304;5;"0171";"40"
"3175";"8319";-99997;5;"0171";"40"
"3176";"8321";278;3;"0184";"40"
"3177";"8322";318;3;"0184";"40"
"3178";"8325";233;4;"1708";"10"
"3179";"8326";317;5;"1708";"10"
"3180";"8331";203;3;"1708";"10"
"3181";"8332";262;4;"1708";"10"
"3182";"8333";291;5;"1708";"10"
"3183";"8334";315;5;"1708";"10"
"3184";"8335";324;5;"1708";"10"
"3185";"8336";435;5;"1708";"10"
"3186";"8337";370;5;"1708";"10"
"3187";"8338";310;5;"1708";"10"
"3188";"8339";362;5;"1708";"10"
"3189";"8341";254;5;"1708";"10"
"3190";"8342";403;5;"1708";"10"
"3191";"8343";305;4;"1708";"10"
"3192";"8344";369;5;"1708";"10"
"3193";"8345";411;5;"1708";"10"
"3194";"8346";578;5;"1708";"10"
"3195";"8347";354;5;"1708";"10"
"3196";"8351";382;5;"1701";"09"
"3197";"8355";395;5;"1708";"10"
"3198";"8356";270;5;"1708";"10"
"3199";"8361";429;5;"1708";"10"
"3200";"8362";444;5;"1708";"10"
"3201";"8363";522;5;"1708";"10"
"3202";"8371";264;5;"1708";"10"
"3203";"8372";419;5;"1708";"10"
"3204";"8373";319;5;"1708";"10"
"3205";"8374";241;5;"1708";"10"
"3206";"8375";252;5;"1708";"10"
"3207";"8376";288;5;"1708";"10"
"3208";"8377";358;5;"1708";"10"
"3209";"8378";422;5;"1708";"10"
"3210";"8381";284;5;"1701";"09"
"3211";"8382";370;5;"1701";"09"
"3212";"8383";378;5;"1701";"09"
"3213";"8384";209;5;"1701";"09"
"3214";"8385";337;5;"1701";"09"
"3215";"8386";461;5;"1701";"09"
"3216";"8387";556;5;"1701";"09"
"3217";"8388";330;5;"0098";"06"
"3218";"8389";356;5;"0098";"06"
"3219";"8391";227;5;"0098";"06"
"3220";"8392";319;5;"0098";"06"
"3221";"8393";410;5;"0098";"06"
"3222";"8394";361;5;"0098";"06"
"3223";"8395";287;5;"0098";"06"
"3224";"8396";372;5;"0098";"06"
"3225";"8397";250;5;"0098";"06"
"3226";"8398";387;5;"0098";"06"
"3227";"8401";239;4;"0086";"06"
"3228";"8403";362;5;"0086";"06"
"3229";"8404";319;5;"0086";"06"
"3230";"8405";337;5;"0086";"06"
"3231";"8406";297;5;"0086";"06"
"3232";"8407";320;5;"0086";"06"
"3233";"8408";311;5;"0086";"06"
"3234";"8409";321;5;"0086";"06"
"3235";"8411";269;5;"0074";"06"
"3236";"8412";401;5;"0074";"06"
"3237";"8413";409;5;"0074";"06"
"3238";"8414";284;5;"0074";"06"
"3239";"8415";394;5;"0074";"06"
"3240";"8421";310;5;"0085";"06"
"3241";"8422";366;5;"0085";"06"
"3242";"8423";313;5;"0085";"06"
"3243";"8424";352;5;"0085";"06"
"3244";"8425";384;5;"0085";"06"
"3245";"8426";262;5;"0085";"06"
"3246";"8427";370;5;"0085";"06"
"3247";"8428";396;5;"0085";"06"
"3248";"8431";222;4;"0085";"06"
"3249";"8432";360;5;"0085";"06"
"3250";"8433";255;5;"0085";"06"
"3251";"8434";299;5;"0085";"06"
"3252";"8435";299;5;"0085";"06"
"3253";"8437";326;5;"1701";"09"
"3254";"8438";597;5;"1701";"09"
"3255";"8439";519;5;"1701";"09"
"3256";"8441";236;2;"0074";"06"
"3257";"8442";185;2;"0074";"06"
"3258";"8443";245;3;"0074";"06"
"3259";"8444";275;4;"0074";"06"
"3260";"8445";492;4;"0074";"06"
"3261";"8446";206;2;"0074";"06"
"3262";"8447";233;3;"0074";"06"
"3263";"8448";357;4;"0074";"06"
"3264";"8449";352;5;"0074";"06"
"3265";"8451";223;5;"0074";"06"
"3266";"8452";434;5;"0074";"06"
"3267";"8453";521;4;"0074";"06"
"3268";"8454";347;5;"0074";"06"
"3269";"8455";437;5;"0074";"06"
"3270";"8456";330;5;"0074";"06"
"3271";"8457";430;5;"0074";"06"
"3272";"8458";315;5;"0074";"06"
"3273";"8459";324;5;"0074";"06"
"3274";"8461";313;5;"1940";"05"
"3275";"8462";381;5;"1940";"05"
"3276";"8463";313;5;"1940";"05"
"3277";"8464";283;5;"1940";"05"
"3278";"8465";310;5;"1940";"05"
"3279";"8466";326;4;"1940";"05"
"3280";"8467";343;5;"1940";"05"
"3281";"8468";318;5;"0074";"06"
"3282";"8469";283;5;"0074";"06"
"3283";"8471";211;3;"0098";"06"
"3284";"8472";312;4;"0098";"06"
"3285";"8474";323;5;"0098";"06"
"3286";"8475";384;5;"0098";"06"
"3287";"8476";397;5;"0098";"06"
"3288";"8477";410;5;"0098";"06"
"3289";"8478";406;5;"0098";"06"
"3290";"8479";390;5;"0098";"06"
"3291";"8481";361;5;"0098";"06"
"3292";"8482";376;5;"0098";"06"
"3293";"8483";293;5;"0098";"06"
"3294";"8484";284;5;"0098";"06"
"3295";"8485";306;5;"0098";"06"
"3296";"8486";365;5;"0098";"06"
"3297";"8487";400;5;"0098";"06"
"3298";"8488";375;5;"0098";"06"
"3299";"8489";270;5;"0098";"06"
"3300";"8491";247;4;"0074";"06"
"3301";"8493";352;5;"1940";"05"
"3302";"8494";423;5;"0074";"06"
"3303";"8495";253;5;"0074";"06"
"3304";"8497";485;5;"0090";"06"
"3305";"8501";232;3;"1940";"05"
"3306";"8502";346;4;"1940";"05"
"3307";"8503";448;5;"1940";"05"
"3308";"8505";505;5;"1940";"05"
"3309";"8506";304;5;"1940";"05"
"3310";"8507";351;5;"1940";"05"
"3311";"8508";345;5;"1940";"05"
"3312";"8511";437;5;"1940";"05"
"3313";"8512";679;5;"1940";"05"
"3314";"8513";260;5;"1940";"05"
"3315";"8514";399;5;"1940";"05"
"3316";"8515";377;5;"1940";"05"
"3317";"8516";393;5;"1940";"05"
"3318";"8517";268;5;"1940";"05"
"3319";"8521";258;5;"1940";"05"
"3320";"8522";417;5;"1940";"05"
"3321";"8523";261;5;"1940";"05"
"3322";"8524";637;5;"1940";"05"
"3323";"8525";304;5;"1940";"05"
"3324";"8526";495;5;"1940";"05"
"3325";"8527";431;5;"1940";"05"
"3326";"8528";680;5;"1940";"05"
"3327";"8529";408;5;"1900";"05"
"3328";"8531";243;4;"1940";"05"
"3329";"8532";414;4;"1940";"05"
"3330";"8534";430;5;"1940";"05"
"3331";"8535";425;5;"1940";"05"
"3332";"8536";266;5;"1940";"05"
"3333";"8537";268;5;"1940";"05"
"3334";"8538";359;5;"1940";"05"
"3335";"8539";259;5;"1940";"05"
"3336";"8541";417;5;"1940";"05"
"3337";"8542";338;5;"1940";"05"
"3338";"8551";285;5;"1900";"05"
"3339";"8552";566;5;"1900";"05"
"3340";"8553";418;5;"1900";"05"
"3341";"8554";440;5;"1900";"05"
"3342";"8556";269;5;"1940";"05"
"3343";"8561";249;4;"1940";"05"
"3344";"8563";329;5;"1940";"05"
"3345";"8564";405;5;"1940";"05"
"3346";"8565";346;5;"1940";"05"
"3347";"8566";346;5;"1940";"05"
"3348";"8567";309;5;"1940";"05"
"3349";"8571";432;5;"1940";"05"
"3350";"8572";360;5;"1940";"05"
"3351";"8573";444;5;"1940";"05"
"3352";"8574";215;5;"1940";"05"
"3353";"8581";346;5;"1940";"05"
"3354";"8582";273;5;"1940";"05"
"3355";"8583";299;5;"1940";"05"
"3356";"8584";260;5;"1900";"05"
"3357";"8601";257;2;"1900";"05"
"3358";"8602";204;2;"1900";"05"
"3359";"8603";265;2;"1900";"05"
"3360";"8604";299;3;"1900";"05"
"3361";"8605";216;2;"1900";"05"
"3362";"8606";200;2;"1900";"05"
"3363";"8607";255;3;"1900";"05"
"3364";"8608";186;3;"1900";"05"
"3365";"8611";285;5;"1900";"05"
"3366";"8612";423;5;"1900";"05"
"3367";"8613";290;5;"1900";"05"
"3368";"8614";257;5;"1900";"05"
"3369";"8615";257;5;"1900";"05"
"3370";"8616";342;5;"1900";"05"
"3371";"8617";351;5;"1900";"05"
"3372";"8618";304;5;"1900";"05"
"3373";"8621";285;5;"1900";"05"
"3374";"8622";264;5;"1900";"05"
"3375";"8623";301;5;"1900";"05"
"3376";"8624";412;5;"1900";"05"
"3377";"8625";286;5;"1900";"05"
"3378";"8626";382;5;"1900";"05"
"3379";"8627";283;5;"1900";"05"
"3380";"8628";342;5;"1900";"05"
"3381";"8629";283;5;"1900";"05"
"3382";"8631";453;5;"1900";"05"
"3383";"8632";346;5;"1900";"05"
"3384";"8633";305;5;"1900";"05"
"3385";"8635";290;5;"1900";"05"
"3386";"8636";321;5;"1900";"05"
"3387";"8637";272;5;"1900";"05"
"3388";"8641";238;5;"1900";"05"
"3389";"8642";324;5;"1900";"05"
"3390";"8644";309;5;"1900";"05"
"3391";"8647";256;5;"1900";"05"
"3392";"8651";265;5;"1900";"05"
"3393";"8658";319;5;"1900";"05"
"3394";"8701";205;3;"1900";"05"
"3395";"8702";317;4;"1900";"05"
"3396";"8711";250;4;"1900";"05"
"3397";"8713";241;5;"1900";"05"
"3398";"8715";241;5;"1900";"05"
"3399";"8721";260;5;"1900";"05"
"3400";"8722";286;5;"1900";"05"
"3401";"8723";260;5;"1900";"05"
"3402";"8724";352;5;"1900";"05"
"3403";"8731";239;5;"1900";"05"
"3404";"8732";309;5;"1900";"05"
"3405";"8733";351;5;"1900";"05"
"3406";"8734";244;5;"1900";"05"
"3407";"8735";256;5;"1900";"05"
"3408";"8736";292;5;"1900";"05"
"3409";"8737";320;5;"1900";"05"
"3410";"8741";353;5;"1900";"05"
"3411";"8742";287;5;"1900";"05"
"3412";"8743";356;5;"1900";"05"
"3413";"8744";272;5;"1900";"05"
"3414";"8745";314;5;"1900";"05"
"3415";"8746";290;5;"1900";"05"
"3416";"8747";283;5;"1900";"05"
"3417";"8748";219;5;"1900";"05"
"3418";"8749";239;5;"1900";"05"
"3419";"8751";187;5;"1900";"05"
"3420";"8752";160;5;"1900";"05"
"3421";"8753";373;5;"1900";"05"
"3422";"8754";230;5;"1900";"05"
"3423";"8755";353;5;"1900";"05"
"3424";"8756";338;5;"1900";"05"
"3425";"8757";284;5;"1900";"05"
"3426";"8758";405;5;"1900";"05"
"3427";"8759";265;5;"1900";"05"
"3428";"8761";292;5;"1900";"05"
"3429";"8762";373;5;"1900";"05"
"3430";"8763";284;5;"1900";"05"
"3431";"8764";272;5;"1900";"05"
"3432";"8765";319;5;"1900";"05"
"3433";"8771";273;5;"1900";"05"
"3434";"8772";351;5;"1900";"05"
"3435";"8773";277;5;"1900";"05"
"3436";"8774";357;5;"1900";"05"
"3437";"8775";311;5;"1900";"05"
"3438";"8801";195;3;"1949";"04"
"3439";"8802";211;4;"1949";"04"
"3440";"8804";211;5;"1949";"04"
"3441";"8805";230;5;"1949";"04"
"3442";"8806";209;5;"1949";"04"
"3443";"8807";223;5;"1949";"04"
"3444";"8808";185;5;"1949";"04"
"3445";"8809";294;5;"1949";"04"
"3446";"8811";208;5;"1949";"04"
"3447";"8812";227;5;"1949";"04"
"3448";"8813";289;5;"1949";"04"
"3449";"8814";283;5;"1949";"04"
"3450";"8816";309;5;"1949";"04"
"3451";"8821";239;5;"1900";"05"
"3452";"8822";245;5;"1900";"05"
"3453";"8823";253;5;"1900";"05"
"3454";"8831";216;5;"1949";"04"
"3455";"8832";277;5;"0080";"04"
"3456";"8833";386;5;"0080";"04"
"3457";"8834";276;5;"0080";"04"
"3458";"8835";250;5;"0080";"04"
"3459";"8841";256;5;"1949";"04"
"3460";"8842";241;5;"1949";"04"
"3461";"8843";234;5;"1949";"04"
"3462";"8844";391;5;"1900";"05"
"3463";"8845";333;5;"1900";"05"
"3464";"8851";186;5;"1949";"04"
"3465";"8852";337;5;"1949";"04"
"3466";"8853";386;5;"1949";"04"
"3467";"8854";193;5;"1949";"04"
"3468";"8855";186;5;"1949";"04"
"3469";"8856";268;5;"1949";"04"
"3470";"8857";235;5;"0072";"04"
"3471";"8861";213;3;"0072";"04"
"3472";"8862";203;3;"0072";"04"
"3473";"8871";343;5;"0072";"04"
"3474";"8872";217;5;"0072";"04"
"3475";"8881";360;5;"0093";"04"
"3476";"8882";502;5;"0093";"04"
"3477";"8883";581;5;"0093";"04"
"3478";"8884";424;5;"0093";"04"
"3479";"8885";446;5;"0093";"04"
